作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"060964","滅亡の喜び","めつぼうのよろこび","めつほうのよろこひ","","","","","","新字旧仮名","なし",2023-03-12,2023-02-28,"https://www.aozora.gr.jp/cards/000227/card60964.html","000227","生田","春月","いくた","しゅんげつ","いくた","しゆんけつ","Ikuta","Shungetsu","著者","1892-03-12","1930-05-19","なし","日本の詩歌　26　近代詩集","中央公論社","1970（昭和45）年4月15日","1979（昭和54）年11月20日新訂版","1979（昭和54）年11月20日新訂版","霊魂の秋","新潮社","1917（大正6）年12月15日","","","","","","","","","hitsuji","The Creative CAT","https://www.aozora.gr.jp/cards/000227/files/60964_ruby_77100.zip","2023-02-10","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000227/files/60964_77099.html","2023-02-10","ShiftJIS","JIS X 0208","0"
"050634","ニイチエ雑観","ニイチェざっかん","にいちえさつかん","超人の如く潔き没落を憧憬するニイチエの日本精神に就て","ちょうじんのごとくいさぎよきぼつらくをしょうけいするニイチェのにほんせいしんについて","","","NDC 134 914","新字旧仮名","なし",2009-12-12,2014-09-21,"https://www.aozora.gr.jp/cards/000393/card50634.html","000393","生田","長江","いくた","ちょうこう","いくた","ちようこう","Ikuta","Choko","著者","1882-04-21","1936-01-11","なし","近代浪漫派文庫　14　登張竹風　生田長江","新学社","2006（平成18）年3月12日","2006（平成18）年3月12日第1刷","2006（平成18）年3月12日第1刷","","","","","","","","","","","","田中敬三","門田裕志","https://www.aozora.gr.jp/cards/000393/files/50634_ruby_36883.zip","2009-11-13","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000393/files/50634_37257.html","2009-11-13","ShiftJIS","JIS X 0208","0"
"056886","我が一九二二年","わがせんきゅうひゃくにじゅうにねん","わかせんきゆうひやくにしゆうにねん","01 序","01 じょ","","「我が一九二二年」新潮社、1923（大正12）年2月18日","NDC 911 914","新字旧仮名","なし",2016-04-21,2016-03-04,"https://www.aozora.gr.jp/cards/000393/card56886.html","000393","生田","長江","いくた","ちょうこう","いくた","ちようこう","Ikuta","Choko","著者","1882-04-21","1936-01-11","なし","現代日本文學大系　42　佐藤春夫集","筑摩書房","1969（昭和44）年6月25日","2000（平成12）年1月30日初版第14刷","2000（平成12）年1月30日初版第14刷","","","","","","","","","","","","阿部哲也","noriko saito","https://www.aozora.gr.jp/cards/000393/files/56886_ruby_58716.zip","2016-03-04","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000393/files/56886_58754.html","2016-03-04","ShiftJIS","JIS X 0208","0"
"062205","永遠の書","えいえんのしょ","えいえんのしよ","","","Javīd Name","","","新字新仮名","あり",2023-07-07,2023-10-16,"https://www.aozora.gr.jp/cards/002277/card62205.html","002277","イクバール","ムハンマド","イクバール","ムハンマド","いくはある","むはんまと","Iqbal","Muhammad","著者","1877-11-09","1938-04-21","なし","永遠の書","公益財団法人　大同生命国際文化基金","2022（令和4）年12月2日","","","","","","","","","","","","","","公益財団法人大同生命国際文化基金","","","","","","","","","","",""
"062464","ジブリールの翼","ジブリールのつばさ","しふりいるのつはさ","","","Bāl-E-Jibrīl","","","新字新仮名","あり",2023-11-09,2023-10-30,"https://www.aozora.gr.jp/cards/002277/card62464.html","002277","イクバール","ムハンマド","イクバール","ムハンマド","いくはある","むはんまと","Iqbal","Muhammad","著者","1877-11-09","1938-04-21","なし","ジブリールの翼","公益財団法人　大同生命国際文化基金","2011（平成23）年3月10日","","","","","","","","","","","","","","公益財団法人大同生命国際文化基金","","","","","","","","","","",""
"062691","ヒジャーズの贈物","ヒジャーズのおくりもの","ひしやあすのおくりもの","","","Armughan-e-Hijaz","","","新字新仮名","あり",2024-04-21,2024-04-16,"https://www.aozora.gr.jp/cards/002277/card62691.html","002277","イクバール","ムハンマド","イクバール","ムハンマド","いくはある","むはんまと","Iqbal","Muhammad","著者","1877-11-09","1938-04-21","なし","ヒジャーズの贈物","公益財団法人　大同生命国際文化基金","2018（平成30）年11月20日","","","","","","","","","","","","","","公益財団法人大同生命国際文化基金","","","","","","","","","","",""
"062465","ムーサーの一撃","ムーサーのいちげき","むうさあのいちけき","","","Zarb-e-Kalim","","","新字新仮名","あり",2023-11-09,2023-10-30,"https://www.aozora.gr.jp/cards/002277/card62465.html","002277","イクバール","ムハンマド","イクバール","ムハンマド","いくはある","むはんまと","Iqbal","Muhammad","著者","1877-11-09","1938-04-21","なし","ムーサーの一撃","公益財団法人　大同生命国際文化基金","2014（平成26）年12月18日","","","","","","","","","","","","","","公益財団法人大同生命国際文化基金","","","","","","","","","","",""
"057997","忘られぬお国言葉","わすられぬおくにことば","わすられぬおくにことは","","","","","NDC 914","新字旧仮名","なし",2017-12-19,2017-11-24,"https://www.aozora.gr.jp/cards/001413/card57997.html","001413","池田","亀鑑","いけだ","きかん","いけた","きかん","Ikeda","Kikan","著者","1896-12-09","1956-12-19","なし","大きな活字で読みやすい本　新編・日本随筆紀行　心にふるさとがある7　歌の調べ　方言の響き","作品社","1998（平成10）年4月25日","1998（平成10）年4月25日第1刷","1998（平成10）年4月25日第1刷","日本随筆紀行第一四巻　福井｜鳥取｜島根　山影につどふ神々","作品社","1989（平成元）年3月31日","","","","","","","","","岩下恵介","noriko saito","https://www.aozora.gr.jp/cards/001413/files/57997_ruby_63212.zip","2017-11-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001413/files/57997_63354.html","2017-11-24","ShiftJIS","JIS X 0208","0"
"043623","「味の素」発明の動機","あじのもとはつめいのどうき","あしのもとはつめいのとうき","","","","「人生化学」龜高徳平著、丁未出版社、1933（昭和8）年3月","NDC 588","新字旧仮名","なし",2004-11-30,2014-09-18,"https://www.aozora.gr.jp/cards/001160/card43623.html","001160","池田","菊苗","いけだ","きくなえ","いけた","きくなえ","Ikeda","Kikunae","著者","1864","1936-05-03","なし","池田菊苗博士追憶録","池田菊苗博士追憶会","1956（昭和31）年10月1日","1956（昭和31）年10月1日"," 1956（昭和31）年10月1日","","","","","","","","","","","","小林徹、小林聡美","富田倫生","https://www.aozora.gr.jp/cards/001160/files/43623_txt_16740.zip","2009-01-31","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001160/files/43623_16769.html","2009-01-31","ShiftJIS","JIS X 0208","1"
"049202","「ああしんど」","「ああしんど」","ああしんと","","","","「新小説　明治四十四年十二月号」春陽堂、1911（明治44）年12月","NDC 913","新字新仮名","なし",2008-10-27,2014-09-21,"https://www.aozora.gr.jp/cards/001351/card49202.html","001351","池田","蕉園","いけだ","しょうえん","いけた","しようえん","Ikeda","Shoen","著者","1886-05-13","1917-12-01","なし","文豪怪談傑作選・特別篇　百物語怪談会","ちくま文庫、筑摩書房","2007（平成19）年7月10日","2007（平成19）年7月10日第1刷","2007（平成19）年7月10日第1刷","新小説　明治四十四年十二月号","春陽堂","1911（明治44）年12月","","","","","","","","","門田裕志","noriko saito","https://www.aozora.gr.jp/cards/001351/files/49202_ruby_32152.zip","2008-09-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001351/files/49202_33049.html","2008-09-26","ShiftJIS","JIS X 0208","0"
"049203","夜釣の怪","よづりのかい","よつりのかい","","","","「新小説　明治四十四年十二月号」春陽堂、1911（明治44）年12月","NDC 913","新字新仮名","なし",2008-10-23,2014-09-21,"https://www.aozora.gr.jp/cards/001352/card49203.html","001352","池田","輝方","いけだ","てるかた","いけた","てるかた","Ikeda","Terukata","著者","1833-01-04","1921-05-06","なし","文豪怪談傑作選・特別篇　百物語怪談会","ちくま文庫、筑摩書房","2007（平成19）年7月10日","2007（平成19）年7月10日第1刷","2007（平成19）年7月10日第1刷","新小説　明治四十四年十二月号","春陽堂","1911（明治44）年12月","","","","","","","","","門田裕志","noriko saito","https://www.aozora.gr.jp/cards/001352/files/49203_ruby_32153.zip","2008-09-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001352/files/49203_33043.html","2008-09-27","ShiftJIS","JIS X 0208","0"
"059347","政府を拘束しない","せいふをこうそくしない","せいふをこうそくしない","","","","","","新字新仮名","なし",2022-12-03,2022-11-27,"https://www.aozora.gr.jp/cards/002023/card59347.html","002023","池田","勇人","いけだ","はやと","いけた","はやと","Ikeda","Hayato","著者","1899-12-03","1965-08-13","なし","週刊朝日　7月12日号　第58卷第29号","朝日新聞社","1953（昭和28）年7月12日","1953（昭和28）年7月12日","1953（昭和28）年7月12日","","","","","","","","","","","","かな　とよみ","持田和踏","https://www.aozora.gr.jp/cards/002023/files/59347_txt_76716.zip","2022-11-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/002023/files/59347_76752.html","2022-11-26","ShiftJIS","JIS X 0208","0"
"055988","忠僕","ちゅうぼく","ちゆうほく","","","","","NDC 913","新字新仮名","なし",2015-02-05,2015-01-30,"https://www.aozora.gr.jp/cards/000398/card55988.html","000398","池谷","信三郎","いけたに","しんざぶろう","いけたに","しんさふろう","Iketani","Shinsaburo","著者","1900-10-15","1933-12-21","なし","日本掌編小説秀作選　下　花・暦篇","光文社文庫、光文社","1987（昭和62）年12月20日","1987（昭和62）年12月20日初版1刷","1987（昭和62）年12月20日初版1刷","","","","","","","","","","","","sogo","noriko saito","https://www.aozora.gr.jp/cards/000398/files/55988_ruby_55574.zip","2015-01-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000398/files/55988_55621.html","2015-01-28","ShiftJIS","JIS X 0208","0"
"004089","橋","はし","はし","","","","","NDC 913","新字新仮名","なし",2003-03-16,2014-09-17,"https://www.aozora.gr.jp/cards/000398/card4089.html","000398","池谷","信三郎","いけたに","しんざぶろう","いけたに","しんさふろう","Iketani","Shinsaburo","著者","1900-10-15","1933-12-21","なし","日本文学全集88　名作集（三）昭和編","集英社","","1970（昭和45）年1月25日発行","","","","","","","","","","","","","土屋隆","林幸雄","https://www.aozora.gr.jp/cards/000398/files/4089_ruby_6972.zip","2003-02-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000398/files/4089_9314.html","2003-02-27","ShiftJIS","JIS X 0208","0"
"002689","奥間巡査","うくまぬじゅんさ","うくまぬしゆんさ","","","","","NDC 913","新字旧仮名","なし",2002-01-03,2024-01-20,"https://www.aozora.gr.jp/cards/000868/card2689.html","000868","池宮城","積宝","いけみやぎ","せきほう","いけみやき","せきほう","Ikemiyagi","Sekiho","著者","1893","1951","なし","池宮城積宝作品集","ニライ社","1988（昭和63）年4月1日","","","","","","","","","","","","","","大野晋","松永正敏","https://www.aozora.gr.jp/cards/000868/files/2689_ruby_20501.zip","2005-11-22","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000868/files/2689_20502.html","2005-11-22","ShiftJIS","JIS X 0208","0"
"001152","本州横断　痛快徒歩旅行","ほんしゅうおうだん　つうかいとほりょこう","ほんしゆうおうたんつうかいとほりよこう","","","","「冐險世界　第四卷第拾參號」博文館、1911（明治44）年10月1日","NDC 915","新字新仮名","なし",2018-01-03,2018-01-01,"https://www.aozora.gr.jp/cards/000077/card1152.html","000228","井沢","衣水","いざわ","いすい","いさわ","いすい","Izawa","Isui","著者","1889","1967-08-14","なし","〔天狗倶楽部〕怪傑伝　――元気と正義の男たち――","朝日ソノラマ","1993（平成5）年8月30日","1993（平成5）年8月30日第1刷","","冐險世界　第四卷第拾參號","博文館","1911（明治44）年10月1日","","","","","","","","","H.KoBaYaShi","青空文庫","https://www.aozora.gr.jp/cards/000077/files/1152_ruby_63598.zip","2018-01-01","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000077/files/1152_63583.html","2018-01-01","ShiftJIS","JIS X 0208","0"
"062481","タランタ・バブへの手紙","タランタ・バブへのてがみ","たらんたはふへのてかみ","ナーズム・ヒクメット詩選","ナーズム・ヒクメットしせん","Nâzım Hikmet Seçime Şiirler Tarata Babu’ya Mektuplar","","","新字新仮名","あり",2024-01-15,2023-12-30,"https://www.aozora.gr.jp/cards/002316/card62481.html","002284","石井","啓一郎","いしい","けいいちろう","いしい","けいいちろう","Ishii","Keiichiro","翻訳者","1963","","あり","ナーズム・ヒクメット詩選　タランタ・バブへの手紙","公益財団法人　大同生命国際文化基金","2022（令和4）年2月2日","","","","","","","","","","","","","","公益財団法人大同生命国際文化基金","","","","","","","","","","",""
"051361","大利根の大物釣","おおとねのおおものつり","おおとねのおおものつり","","","","","NDC 787","新字新仮名","なし",2010-07-27,2014-09-21,"https://www.aozora.gr.jp/cards/001252/card51361.html","001252","石井","研堂","いしい","けんどう","いしい","けんとう","Ishii","Kendo","著者","1865","1943","なし","日本の名随筆4　釣","作品社","1982（昭和57）年10月25日","1990（平成2年）年10月31日第16刷","1996（平成8年）年2月29日第25刷","釣師気質","博文館","1906（明治39）年12月","","","","","","","","","冬木立","noriko saito","https://www.aozora.gr.jp/cards/001252/files/51361_ruby_38701.zip","2011-04-04","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001252/files/51361_39688.html","2011-04-04","ShiftJIS","JIS X 0208","1"
"046572","元日の釣","がんじつのつり","かんしつのつり","","","","","NDC 787","新字旧仮名","なし",2006-12-04,2014-09-18,"https://www.aozora.gr.jp/cards/001252/card46572.html","001252","石井","研堂","いしい","けんどう","いしい","けんとう","Ishii","Kendo","著者","1865","1943","なし","集成　日本の釣り文学　第二巻　夢に釣る","作品社","1995（平成7）年8月10日","1995（平成7）年8月10日第1刷","1995（平成7）年8月10日第1刷","","","","","","","","","","","","門田裕志","土屋隆","https://www.aozora.gr.jp/cards/001252/files/46572_ruby_24468.zip","2006-10-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001252/files/46572_24654.html","2006-10-24","ShiftJIS","JIS X 0208","0"
